154,2323787
-18,02800339
-1,233637953
-5,645131777
-6,107394969
-4,586055426
-1,145567851
-0,494952969
1,080468794
-2,069281926
-0,184735405
3,250098833
0,587694636
1,222431351
-2,786731387
-1,490106938
1,717803172
0,45612302
-3,548902761
-1,29011465
-1,102305037
2,019268146
-3,392002417
-2,173128136
1,557107769
-0,858200545
1,731339499
-0,621882736
-1,524979858
-0,711683089
1,732939678
1,039940972
